,id,app_name,price_usd,prime_genre,size_bytes,avg_user_rating,tot_user_rating,pg_rating,numb_supp_devices,numb_supp_langs,numb_screenshots
1970,659448144,Sago Mini Pet Cafe,2.99,Education,79953920,4.5,477,4+,38,16,5
1971,659563061,Cartwheel by Target,0.0,Shopping,49570816,3.5,14682,4+,37,1,3
1972,659672658,"Morning  Weather, To-Do, News, and more",0.99,Productivity,15432704,3.5,294,12+,38,30,5
1973,660617252,2700,9.99,Education,42519552,0.0,0,4+,37,1,5
1974,660653351,HD-,0.0,News,33111040,3.5,77,17+,24,2,4
1975,660687537,SAMURAI SHODOWN II,2.99,Games,69730304,3.5,195,12+,43,2,5
1976,660842333,Santa Call & Tracker Free,0.0,Entertainment,200338432,4.5,1458,4+,37,1,5
1977,660982355,EPOCH.2,0.99,Games,802537472,4.5,3525,9+,40,13,5
1978,661149814,Ab in den Urlaub  Pauschalreisen gnstig buchen,0.0,Travel,74008576,5.0,22,4+,37,31,5
1979,662001778,Stylish School Timetable,0.0,Education,45628416,4.0,7,4+,37,2,0
1980,662090840,My Talking Pet,1.99,Entertainment,51005440,4.5,9035,4+,37,11,4
1981,662569685,Riptide GP2,1.99,Games,59541504,4.5,3311,4+,40,1,5
1982,662611545,Lotto Out!,0.99,Games,72475648,3.5,26,12+,40,2,5
1983,662749248,. Calculator .,0.0,Utilities,59232256,4.5,1525,4+,37,31,5
1984,663068211,SimpleRockets,2.99,Games,25284608,4.5,1436,4+,43,1,5
1985,663547503,rymdkapsel,3.99,Games,78278656,4.5,1622,9+,38,1,3
1986,663820495,Tomb Raider I,0.99,Games,341276672,4.0,702,12+,38,11,5
1987,663965632,Teen Titans Go Arcade,0.0,Games,25169920,3.5,897,12+,43,16,5
1988,664425773,Canon PRINT Inkjet/SELPHY,0.0,Photo & Video,25640960,2.5,689,4+,38,20,5
1989,664457128,Math 42,0.0,Education,45851648,4.0,248,4+,37,6,5
1990,664575829,Fishdom,0.0,Games,181924864,4.5,39217,4+,38,12,5
1991,664783704,LEGO The Lord of the Rings,4.99,Games,1497927680,4.5,2054,9+,40,1,5
1992,664939913,Tile,0.0,Lifestyle,78533632,4.0,5684,4+,37,5,5
1993,665001825,Hunter Island,0.99,Games,91312128,4.5,5305,9+,40,6,5
1994,665678340,12 Minute Athlete HIIT Workouts,2.99,Health & Fitness,24664064,4.5,362,4+,37,1,0
1995,665795633,Fluege.de,0.0,Travel,185886720,0.0,0,4+,37,1,3
1996,665873523,Retale,0.0,Shopping,113300480,4.5,4861,4+,37,1,5
1997,666202151,movieStudio-Video Editor&Slideshow Maker(pro),2.99,Utilities,99328000,4.5,1033,4+,40,12,1
1998,666508823,Battleheart Legacy,4.99,Games,889060352,4.5,3376,12+,43,1,5
1999,666575946,RealTimes,0.0,Photo & Video,187350016,4.5,1274,4+,37,10,4
2000,667362389,The Room Two,1.99,Games,460077056,5.0,36809,9+,39,1,4
2001,667579844,Move to measure,1.99,Utilities,51470336,4.0,1702,4+,38,9,5
2002,667728512,Game of War,0.0,Games,220386304,4.0,107916,9+,37,29,5
2003,667819594,Rhonna Designs,1.99,Photo & Video,177529856,4.5,2971,4+,38,24,5
2004,668159524,Ninja Kid Run VR,0.0,Games,165612544,4.5,15399,4+,40,1,5
2005,668354926,Air Video HD,5.99,Photo & Video,14665728,4.5,3610,4+,38,1,5
2006,668515245,"  Ohganic""",0.0,Food & Drink,29184000,4.0,1,4+,38,1,0
2007,668576857,Mister Maker,2.99,Entertainment,181036032,4.5,9,4+,40,1,5
2008,668598022,My Little Pony,2.99,Book,298639360,3.5,273,4+,39,20,5
2009,669196929,djay 2,4.99,Music,119949312,4.5,4511,4+,24,7,5
2010,669198374,djay 2 for iPhone,1.99,Music,76720128,4.5,3431,4+,37,7,0
2011,669287954,School Lunch Food!,0.0,Games,87296000,3.5,488,12+,38,1,5
2012,669835030,WinZip Full Version,4.99,Utilities,22989824,3.0,150,4+,38,2,5
2013,670109767,Rebuild 3,4.99,Games,105250816,4.5,238,12+,38,1,5
2014,670133026,Clip Video Download Pro.,6.99,Photo & Video,31154176,4.0,530,17+,43,28,5
2015,670910957,VVebo,0.99,Social Networking,17336320,4.5,259,4+,38,2,5
2016,671123035,Burger Shop,0.99,Games,25294848,5.0,299,4+,40,12,0
2017,671464704,Vainglory,0.0,Games,1182578688,4.5,23779,9+,38,32,5
2018,671867510,Tayasui Sketches Pro,4.99,Productivity,198499328,4.5,1761,4+,37,15,5
2019,671889349,Jishokun-Japanese English Dictionary & Translator,0.0,Reference,225522688,0.0,0,12+,37,2,4
2020,672002602,Blackbar,2.99,Games,3671040,4.0,409,9+,37,2,3
2021,672150402,Boom Beach,0.0,Games,153955328,4.5,241929,9+,38,4,5
2022,672151350,LOCARI()-,0.0,Lifestyle,33232896,0.0,0,17+,37,19,0
2023,672175251,Caveman Feast,2.99,Food & Drink,97841152,5.0,1501,12+,37,1,5
2024,672828590,WGT Golf Game by Topgolf,0.0,Games,250150912,4.5,53285,17+,40,1,5
2025,673041243, Plus,0.0,Entertainment,1978368,0.0,0,9+,40,2,0
2026,673120263,Step Out Of Bed! Smart alarm clock to get awake early with a tricky and awakening steps counter,1.99,Lifestyle,35266560,4.0,6696,4+,40,10,0
2027,673354210,High 5 Casino,0.0,Games,167804928,4.0,9930,12+,38,1,5
2028,673612506,Alice Trapped in Wonderland,0.99,Games,363242496,4.5,317,4+,37,4,5
2029,673672983,Fragment's Note2 Side,2.99,Games,896147456,0.0,0,4+,43,1,4
2030,673673795,RoomScan Pro,4.99,Utilities,12126208,4.5,1476,4+,38,9,3
2031,674069291,Top Hat Lecture,0.0,Education,88988672,3.0,668,4+,37,1,5
2032,674385418,Automo Camera,0.99,Photo & Video,16912384,4.5,5,4+,40,2,5
2033,674590967, for iPad,20.99,Navigation,1995877376,0.0,0,4+,24,2,5
2034,674657235,MARVEL Spider-Man Unlimited,0.0,Games,906462208,4.5,64586,12+,38,15,5
2035,675054186,OfficeSuite Pro (Mobile Office),14.99,Business,172608512,4.0,896,4+,37,10,5
2036,675628523,Skinseed,0.0,Entertainment,46197760,4.0,5222,4+,37,1,5
2037,676201334,Kiosk Photo Transfer by Fujifilm,0.0,Photo & Video,33662976,3.0,58,4+,37,4,0
2038,678448523,Skip-Bo Pro,1.99,Games,93094912,4.5,10239,4+,38,9,5
2039,678861146,Dr. Panda's Airport,2.99,Education,95670272,4.5,352,4+,40,21,5
2040,679454835,VHS Camcorder,2.99,Photo & Video,16485376,4.0,613,4+,37,1,4
2041,679753195,KICK,0.0,Sports,227790848,3.5,2641,12+,37,1,5
2042,680022952,Candy Blast Mania,0.0,Games,240198656,4.5,81648,4+,38,8,5
2043,680170305,7 Minute Workout Challenge,2.99,Health & Fitness,102137856,4.5,4137,4+,40,17,0
2044,680258201,Photo Quilt,0.0,Photo & Video,15210496,4.5,599,4+,37,1,0
2045,680268481,TOEIC,0.99,Education,112906240,4.0,6,4+,40,4,0
2046,680366065,DEVICE 6,3.99,Games,851309568,4.5,2036,12+,38,1,5
2047,680436745,Colossatron,0.99,Games,79237120,4.5,2817,12+,38,13,5
2048,680581294,Rabbids Big Bang,0.99,Games,199843840,4.5,598,9+,39,10,5
2049,680733772,Gods Of Rome,0.0,Games,958016512,4.5,5526,12+,37,14,5
2050,680819774,Google Home,0.0,Entertainment,143726592,3.5,9303,12+,37,55,5
2051,681370499,Batman,0.0,Games,910774272,4.5,27738,9+,39,1,5
2052,681814050,Cut the Rope 2,1.99,Games,141105152,4.5,12376,4+,40,10,5
2053,681942253,Talisman,1.99,Games,73767936,4.0,511,4+,40,6,5
2054,681966300,SUBURBIA City Building Board Game,4.99,Games,56918016,4.0,217,4+,38,2,5
2055,682046579,The Human Body by Tinybop,3.99,Education,669071360,4.0,1922,4+,38,58,5
2056,683942610,My PlayHome Stores,2.99,Entertainment,193986560,4.5,1582,4+,43,18,4
2057,685310398,Voice Recorder (FREE),0.0,Utilities,42368000,4.5,4640,9+,38,1,4
2058,685675706,Fairway Solitaire Blast,0.0,Games,124966912,4.5,110062,4+,38,9,5
2059,685857245,Runtastic Six Pack Abs Workout & Core Trainer,0.0,Health & Fitness,132628480,4.5,4283,4+,37,14,5
2060,686365571,Cops N Robbers (FPS),0.0,Games,467697664,4.5,27122,12+,38,1,5
2061,686420990,Spider Solitaire ,0.0,Games,62374912,4.5,145,4+,37,14,4
2062,686449807,Telegram Messenger,0.0,Social Networking,71896064,4.0,7573,4+,40,8,3
2063,686542963,Sonic & All-Stars Racing Transformed,0.0,Games,1117057024,4.0,9109,4+,38,7,5
2064,686910560,UCHD,0.0,Utilities,59791360,4.0,78,17+,24,1,5
2065,687421118,buddhify,4.99,Health & Fitness,285338624,4.5,501,4+,37,1,4
2066,687792357,Squaready for Video,0.0,Photo & Video,38898688,3.0,778,4+,37,2,0
2067,687877464,Stop,0.0,Games,104550400,4.5,8516,12+,38,6,5
2068,687888390,Rpublique,1.99,Games,3646993408,4.5,7078,12+,37,1,1
2069,688285246,Doom and Destiny,2.99,Games,164665344,4.5,725,12+,38,1,5
2070,688319243,PicLab Studio,2.99,Photo & Video,53941248,4.5,20200,4+,37,1,5
2071,688831692,Facetune for iPad,5.99,Photo & Video,72655872,4.5,1718,4+,24,12,5
2072,688983474,IQ Test,2.99,Games,66921472,4.5,529,4+,37,1,4
2073,689165391,Hopster,0.0,Education,265646080,3.5,58,4+,37,2,5
2074,689859603,SlideStory,0.0,Photo & Video,54693888,4.5,220,4+,40,9,0
2075,689936776,Toca Cars,2.99,Education,97187840,4.0,1238,4+,40,18,5
2076,690016261,Mimpi,0.0,Games,262037504,4.5,816,4+,40,1,5
2077,690106176,Daniel Tigers Day & Night,0.0,Education,536041472,3.5,314,4+,40,1,5
2078,690215614,Disneynature Explore,0.0,Entertainment,440152064,4.0,202,4+,38,2,5
2079,690602681,JD Sports,0.0,Shopping,88594432,4.0,18,4+,37,8,5
2080,690802539,ABC Ninja,0.99,Education,18952192,4.0,172,4+,37,1,5
2081,690852527,Cascade,0.0,Games,98864128,4.5,60488,4+,38,7,5
2082,691025552,Font Candy+ Typography,2.99,Photo & Video,101650432,4.5,9021,4+,37,9,5
2083,691102150,Octagon,1.99,Games,30543872,4.5,1072,4+,40,1,5
2084,691121579,AdBlock,1.99,Utilities,19179520,4.0,1477,4+,37,11,5
2085,691617940,Nowait Guest,0.0,Food & Drink,86040576,3.0,1625,4+,37,1,0
2086,691797987,Google Play Music,0.0,Music,82697216,3.5,10118,12+,37,32,5
2087,692412579,Frozen Free Fall,0.0,Games,272471040,4.5,50593,4+,37,9,5
2088,692669501,Castle Clash,0.0,Games,312680448,4.0,47963,9+,40,11,5
2089,692717444,Assassin's Creed Pirates,0.0,Games,775233536,4.5,23895,12+,38,13,5
2090,693045097,Lost Echo,2.99,Games,613933056,4.5,684,12+,40,11,5
2091,693689912,IXL,0.0,Education,118697984,3.0,3546,4+,24,1,5
2092,694047660,"Budget- Expense Tracker,Bill Reminder,Debt Manager",0.99,Finance,141714432,4.5,173,4+,38,11,5
2093,694133485,Capital One for iPad,0.0,Finance,92510208,4.5,21858,4+,24,1,5
2094,694133630,Piano,0.0,Music,117793792,4.5,1636,4+,37,22,5
2095,694164275,Quik  GoPro Video Editor to edit clips with music,0.0,Photo & Video,211343360,4.5,28654,4+,37,15,5
2096,694580816,myCANAL,0.0,Entertainment,79643648,4.5,118,12+,37,1,4
2097,694647259,ProCamera.,4.99,Photo & Video,96517120,4.5,1525,4+,37,10,0
2098,694695717,ULTRA4 Offroad Racing,1.99,Games,92291072,3.5,205,4+,40,1,5
2099,694972182,Ace Fishing,0.0,Games,224596992,4.5,65831,4+,40,14,5
2100,695108484,Icycle,2.99,Games,82700288,4.5,2347,4+,38,6,5
2101,695187101,3D Anatomy,3.99,Medical,84885504,4.5,91,12+,43,1,5
2102,695948278,War Commander,0.0,Games,179770368,4.5,3858,12+,37,46,5
2103,696450432,Electric RC Sim,2.99,Games,71966720,4.5,209,4+,39,1,4
2104,696565994,Shadow Fight 2,0.0,Games,144713728,4.5,99206,12+,40,1,5
2105,697927927,Calendars 5,6.99,Productivity,76848128,4.5,11768,4+,37,9,5
2106,697996579,Flick Kick Football Legends,0.0,Games,109421568,4.5,11250,12+,38,12,5
2107,698054232,Chatous,0.0,Social Networking,103056384,3.0,1609,12+,37,11,0
2108,698154775,Fitness and Bodybuilding by VGFIT,0.99,Health & Fitness,66485248,4.5,364,4+,38,15,5
2109,698255242,Geometry Dash Lite,0.0,Games,69076992,5.0,370370,4+,37,1,4
2110,698925807,QR Code Reader by Scan,0.0,Utilities,12734464,4.5,1452,4+,38,14,3
2111,699687299,Feed Me Oil 2,0.99,Games,71624704,4.0,296,4+,38,10,5
2112,700227648,Race The Sun,4.99,Games,151481344,4.5,602,4+,25,1,5
2113,700440156,Articulation Test Center Pro,59.99,Education,174737408,4.5,29,4+,24,1,5
2114,700513526,TunesFlow,3.99,Music,14417920,4.5,63,4+,37,3,4
2115,700637744,Deemo,1.99,Games,2219819008,5.0,15855,4+,38,1,5
2116,700653178,Pocket Troops,0.0,Games,515005440,4.5,1005,12+,38,7,5
2117,700793523,Pandemic,2.99,Games,72974336,4.5,1259,4+,38,17,5
2118,700970012,Panda Pop,0.0,Games,263766016,4.5,41214,4+,40,1,5
2119,701112447,Mindfulness Daily,1.99,Health & Fitness,101669888,5.0,1245,4+,38,1,5
2120,701598884,Magic Tower Touch,0.99,Games,15577088,4.5,91,4+,43,2,0
2121,702810576,Slam Dunk Basketball 2,0.0,Games,247033856,4.5,2963,12+,40,1,5
2122,702871560,100 PICS Coloring,0.0,Games,269298688,5.0,1929,4+,37,1,5
2123,703177890,Ever,0.0,Productivity,134952960,4.5,12755,4+,37,16,5
2124,705211891,Royal Revolt 2  Defend Your Castle,0.0,Games,146573312,4.5,25152,9+,38,17,5
2125,706099830,My Boo,0.0,Games,105143296,4.5,55783,4+,38,5,5
2126,707189889,Starfall FREE,0.0,Education,94261248,3.5,1019,4+,43,1,5
2127,708142626,Jet Car Stunts 2,0.0,Games,51465216,3.5,1862,4+,40,1,5
2128,708196645,Oceanhorn ,7.99,Games,428865536,4.5,4336,9+,37,11,5
2129,708379313,Bose SoundTouch,0.0,Music,54193152,4.0,3687,12+,37,1,4
2130,708388097,Dreii,3.99,Games,142579712,4.0,148,4+,38,1,5
2131,708600202,WordBrain,0.0,Games,110595072,4.5,391401,4+,38,1,5
2132,709003148,GANMA!,0.0,Book,73193472,4.5,31,12+,37,1,5
2133,710380093,QQ International,0.0,Social Networking,103233536,2.0,274,4+,38,8,0
2134,710535379,DraftKings,0.0,Sports,144820224,4.5,20251,17+,37,18,4
2135,711074743,FOX Sports GO,0.0,Sports,99644416,3.0,13898,12+,37,1,4
2136,711455226,Forge of Empires,0.0,Games,138510336,4.5,15617,9+,38,20,5
2137,711923939,Square Cash,0.0,Finance,90040320,4.5,23775,4+,37,1,0
2138,714086913,Cops N Robbers (Jail Break),0.0,Games,269532160,4.0,6013,9+,40,1,5
2139,714180827,Star Chart Infinite,4.99,Education,140150784,4.5,257,4+,38,8,4
2140,714463714,"Foundations Memory Work Tutorials, Cycle 2",15.99,Education,366681088,3.5,88,4+,37,1,5
2141,714796093,Cooking Fever,0.0,Games,106808320,4.5,107797,4+,38,14,5
2142,715441573,PICTLOGICA FINAL FANTASY,0.0,Games,357237760,3.5,154,9+,36,1,5
2143,715822238,Papa's Freezeria HD,2.99,Games,58384384,4.5,2535,4+,24,1,5
2144,716262008,SafeTrek,0.0,Lifestyle,30316544,4.5,2227,4+,11,1,0
2145,716697016,Driving test 2017,0.0,Education,77581312,3.5,5,4+,37,4,5
2146,716932895,Force Saber of Light,0.0,Entertainment,60180480,4.5,5424,4+,37,1,5
2147,717545062,ZaZa Remote-Universal Remote Control,0.0,Utilities,77565952,3.0,83,4+,37,21,5
2148,717555969,Jam League,0.0,Games,144881664,4.5,4361,4+,37,1,5
2149,717628209,OL-Legend Of Warrior,0.0,Games,389505024,4.5,151,9+,40,1,5
2150,718043190,Fantastical 2 for iPhone,4.99,Productivity,45045760,4.5,5405,4+,37,6,0
2151,718082838,Toca Mini,2.99,Education,533006336,4.0,536,4+,40,18,5
2152,718153412,Swamp Attack,0.0,Games,123780096,4.5,16968,17+,40,12,5
2153,718421443,QuizUp,0.0,Games,139014144,4.5,72989,12+,37,5,2
2154,719219382,Epic!,0.0,Education,166014976,4.5,6676,4+,37,7,5
2155,719320397,Dominos Pro,1.99,Games,54100992,4.5,1072,4+,43,1,1
2156,719401490,FINAL FANTASY VI,14.99,Games,698171392,4.5,2998,9+,38,12,5
2157,719829352,FireChat,0.0,Social Networking,15021056,3.0,1037,12+,37,13,3
2158,719858778,minimo/,0.0,Catalogs,23707648,0.0,0,17+,37,1,0
2159,719972451,DoorDash,0.0,Food & Drink,100554752,4.5,25947,4+,37,1,0
2160,720068876,Touchgrind Skate 2,4.99,Games,168042496,4.5,2816,4+,37,9,5
2161,720111744,-DIET,0.0,Health & Fitness,17347584,0.0,0,4+,40,1,0
2162,720208070,Block Fortress,1.99,Games,451338240,4.5,1889,12+,43,1,5
2163,720656825,Broken Sword 5,6.99,Games,1943845888,4.0,199,12+,38,1,5
2164,720725216,Blocky Roads,0.99,Games,51849216,4.5,3282,4+,37,26,5
2165,720825227,Optical Inquisitor 17+,0.99,Games,54808576,5.0,12099,17+,43,16,5
2166,721512660,comico//,0.0,Book,73945088,4.5,62,12+,37,2,5
2167,721623681,G1,4.99,Games,189901824,0.0,0,4+,38,1,5
2168,721639879,Trial Xtreme 4,0.0,Games,936401920,4.0,3403,4+,40,1,5
2169,721911537,The Occupant,0.99,Games,80564224,4.5,155,9+,39,1,4
2170,722217471,Hidden City,0.0,Games,103477248,4.5,37304,9+,37,11,5
2171,723134859,Ebates,0.0,Shopping,108079104,5.0,12617,4+,37,5,5
2172,723322796,FizzUp  Online Fitness Trainer,0.0,Health & Fitness,124125184,5.0,5,4+,38,2,5
2173,723795263,Trivia Crack (No Ads),2.99,Games,247385088,4.5,77370,4+,37,26,5
2174,724295527,Pitu,0.0,Photo & Video,102120448,5.0,968,4+,38,5,0
2175,724786142,Funny Veggies! Educational games for children and babies,3.99,Education,109260800,3.5,6,4+,43,21,5
2176,724816878,Lep's World 3,0.0,Games,85154816,4.5,11341,4+,37,19,5
2177,725097967,Flipp,0.0,Shopping,92380160,4.5,6677,4+,37,2,4
2178,725208930,WEAR,0.0,Shopping,98292736,4.0,66,4+,37,4,5
2179,725222008,Police Lights 3,0.99,Entertainment,37777408,2.5,12,4+,38,5,5
2180,725222149,Battle Supremacy,4.99,Games,1079500800,4.0,3124,12+,38,10,5
2181,725440538,Christmas Countdown 2017,0.0,Entertainment,55493632,4.5,334,4+,37,1,5
2182,726147252,Sunday Lawn Seasons,0.99,Games,15258624,4.5,1420,4+,40,1,3
2183,726895069,FACIE,0.0,Photo & Video,35204096,3.5,514,4+,37,14,5
2184,727109676,TCS NYC Marathon,0.0,Sports,29911040,3.5,43,17+,37,1,0
2185,727296976,Cookie Jam,0.0,Games,148408320,4.5,52831,4+,38,16,5
2186,727420266,LEGO Star Wars,0.0,Games,865561600,4.0,19340,9+,40,1,5
2187,727466621,THE KING OF FIGHTERS '97,2.99,Games,106971136,4.5,681,12+,43,2,5
2188,728293409,Monument Valley,3.99,Games,673243136,4.5,24909,4+,38,1,5
2189,729686081,Pan Book 2,5.99,Book,792521728,4.5,394,4+,37,1,5
2190,730091131,Green Screen by Do Ink,2.99,Education,28033024,3.5,257,4+,37,1,5
2191,730148796,Hue Halloween for Philips Hue,1.99,Entertainment,86936576,3.5,54,9+,37,1,5
2192,730712409,ProCam 4,4.99,Photo & Video,45063168,4.5,5150,4+,37,13,5
2193,730873197,Toca Hair Salon Me,2.99,Entertainment,132188160,4.0,895,4+,40,18,5
2194,730878935,Christmas Dentist Doctor Kid Games (Girls & Boys),0.0,Games,38051840,4.5,6917,4+,40,1,4
2195,730919094,Double Dragon Trilogy,2.99,Games,133456896,4.0,427,12+,39,2,5
2196,731041554,Sago Mini Ocean Swimmer,2.99,Education,189380608,4.5,690,4+,38,1,5
2197,731592936,Disney Magic Kingdoms,0.0,Games,468258816,4.0,17213,4+,37,15,5
2198,731629156,XFINITY Stream,0.0,Entertainment,136228864,3.0,14198,12+,37,2,5
2199,731645633,Hitman GO,4.99,Games,1098042368,4.5,8673,9+,40,10,5
2200,732908963,Disney Applause,0.0,Entertainment,14128128,2.0,1654,17+,37,1,4
2201,733144873,- ,0.0,Social Networking,88574976,2.5,6,17+,37,2,0
2202,733989611,Timeline Builder,1.99,Education,16902144,2.5,21,4+,24,1,5
2203,734256893,SHOWROOM,0.0,Entertainment,113558528,5.0,20,17+,37,4,5
2204,735127946,GhostCallDX,0.0,Education,80192512,0.0,0,4+,37,2,5
2205,735128536,God of Light,1.99,Games,320721920,4.5,3542,4+,37,10,5
2206,735434007,Super Why! Phonics Fair,3.99,Education,117460992,3.0,72,4+,40,1,5
2207,735752897,Beat the Boss 3 (17+),0.99,Games,344064000,4.5,507,17+,40,15,5
2208,735945527,Cut the Rope,0.0,Games,122609664,4.0,4327,4+,38,1,5
2209,736179781,Xbox,0.0,Entertainment,111777792,4.5,72187,12+,37,18,3
2210,736579117,Raildale,2.99,Games,16873472,4.0,61,4+,40,10,5
2211,736683061,A Dark Room,0.99,Games,26759168,4.5,29540,12+,38,1,1
2212,736741821,Arise,2.99,Productivity,7851008,4.0,52,9+,37,1,4
2213,737006024,LEGO Marvel Super Heroes,4.99,Games,1265238016,4.0,1784,9+,38,1,5
2214,737310995,-,0.0,Food & Drink,72879104,4.5,225,4+,37,4,0
2215,738201550,FandangoNOW,0.0,Entertainment,109808640,2.0,787,12+,37,1,5
2216,738717933,Farming Simulator 14,0.0,Games,133218304,4.0,3615,4+,43,6,5
2217,738897668,VivaVideo,0.0,Photo & Video,136221696,4.5,10618,4+,37,19,0
2218,739234325,Ski Safari,0.99,Games,315658240,4.5,3699,4+,43,11,5
2219,739836039,Literacy Leveler,4.99,Education,2455552,3.5,196,4+,37,1,5
2220,740602894,Detective Grimoire,1.99,Games,168226816,4.5,439,9+,43,1,5
2221,741224931,Dr. Panda Bus Driver,2.99,Education,173861888,4.5,536,4+,40,19,4
2222,741224942,Dr. Panda Home,2.99,Education,312545280,4.5,691,4+,40,18,4
2223,741292507,Redshop the world,0.0,Shopping,64273408,4.5,768,4+,37,3,5
2224,741293420,PDF Pro 2,4.99,Business,36186112,4.0,149,17+,37,12,5
2225,741597322,-,1.99,Productivity,3905536,5.0,2,4+,37,2,3
2226,742625884,Blek,2.99,Games,118883328,4.5,20144,4+,37,1,4
2227,743974925,PDF Expert 6,9.99,Productivity,123600896,4.5,15248,4+,37,9,5
2228,744189889,bergfex/Ski PRO,2.99,Weather,33825792,4.0,9,4+,37,18,0
2229,744769918,MONSTER HUNTER FREEDOM UNITE for iOS,14.99,Games,1219313664,4.5,2170,12+,36,5,5
2230,744851208,Pocket Stables,4.99,Games,189939712,4.5,160,4+,38,4,5
2231,744882019,GraphNCalc83,6.99,Education,14244864,4.5,311,4+,40,1,5
2232,745729888,Team Umizoomi,4.99,Education,389066752,3.5,169,4+,26,1,5
2233,746894884,Google Play Movies & TV,0.0,Entertainment,64877568,3.0,1195,12+,37,39,5
2234,747779910,MixChannel,0.0,Photo & Video,109877248,4.0,6,17+,37,29,0
2235,748048441,Alpha Omega,0.0,Games,180259840,4.5,2892,4+,37,1,5
2236,748057890,Toca Lab,2.99,Entertainment,179275776,4.0,1689,4+,37,18,5
2237,749046891,Wallpapers for Me,0.0,Entertainment,80015360,4.5,16925,4+,37,13,5
2238,749057895,Pimp Your Screen,1.99,Lifestyle,81352704,4.5,6424,4+,37,13,5
2239,749078962,Weather Live,4.99,Weather,57539584,4.5,28497,4+,38,20,5
2240,749083919,Weather Live Free,0.0,Weather,101524480,4.5,35702,4+,38,16,5
2241,749094885,Emoji Keyboard for Me,0.0,Utilities,152071168,4.5,4162,4+,38,12,5
2242,749094938,Emoji Keyboard for Me,2.99,Utilities,147377152,4.0,2167,4+,38,12,5
2243,749109884,Pimp Your Sound,1.99,Music,59085824,4.0,425,4+,38,12,5
2244,749113886,Calculator Pro for iPad,2.99,Utilities,68042752,4.5,6645,4+,24,14,5
2245,749118884,Calculator Pro for iPad Free,0.0,Utilities,89096192,4.5,47803,4+,24,14,5
2246,749124884,Alarm Clock for Me,0.0,Utilities,120000512,4.0,4959,4+,37,12,5
2247,749125114,Alarm Clock for Me,3.99,Utilities,74212352,4.0,1635,4+,37,12,5
2248,749132901,Notepad+,14.99,Productivity,63457280,4.5,6288,4+,24,12,5
2249,749133301,NOAA Radar Pro  Weather Alerts & Forecast,3.99,Weather,82765824,4.5,28032,4+,37,12,5
2250,749133753,NOAA Weather Radar,0.0,Weather,108172288,4.5,45696,4+,37,12,5
2251,749969909,Serato Remote Mini,4.99,Music,4603904,3.0,50,4+,40,1,0
2252,754105884,NightCap Camera,1.99,Photo & Video,6580224,4.0,128,4+,37,12,5
2253,755018884,2015-,0.99,Education,475598848,5.0,6,4+,38,1,5
2254,756869261,InstaVideo Pro,1.99,Utilities,4246528,2.0,51,4+,38,1,4
2255,757228497,Skateboard Party 2,1.99,Games,1294111744,4.5,187,12+,38,11,5
2256,757843896,Cursive Writing Wizard,4.99,Education,52457472,5.0,121,4+,37,2,5
2257,758453889,AJ Jump,1.99,Games,160192512,4.5,834,4+,40,1,5
2258,760018895,Calculator HD,1.99,Utilities,3002368,4.5,42,4+,24,30,5
2259,760295036,Weaphones,2.99,Games,35201024,4.5,481,12+,43,16,5
2260,760645916,Skyline Skaters,0.0,Games,155365376,4.5,11785,4+,38,30,5
2261,761363261,Pakka Pets Village,0.0,Games,205014016,4.5,11933,4+,37,1,5
2262,762124422,72,0.99,Games,815697920,0.0,0,12+,43,1,5
2263,762630884,"Blokus  Attack, Block & Defend!",1.99,Games,108665856,3.5,423,4+,37,31,5
2264,763225933,MetaMoJi Note Lite,0.0,Productivity,106452992,4.0,93,4+,38,13,2
2265,763692274,Grand Theft Auto,6.99,Games,2060416000,4.0,32533,17+,37,7,5
2266,764925064,Waterlogue,3.99,Photo & Video,55678976,4.5,1827,4+,37,8,5
2267,765224318,7 Minute Workout Challenge HD for iPad,2.99,Health & Fitness,116260864,4.5,258,4+,24,17,5
2268,765256153,Hard Time VIP (Prison Sim),4.99,Games,47905792,4.0,276,17+,40,16,4
2269,766354752,AngerForce,3.99,Games,307089408,3.5,22,9+,40,4,5
2270,766396167,Power Ping Pong,4.99,Games,742855680,3.5,69,4+,37,2,5
2271,766894692,Disney Movies Anywhere,0.0,Entertainment,81021952,3.5,15900,12+,37,1,5
2272,767268733,FXNOW,0.0,Entertainment,71529472,3.0,9496,12+,37,1,4
2273,767319014,Angry Birds Epic RPG,0.0,Games,581533696,4.5,84680,4+,37,11,5
2274,767473889,Criminal Case,0.0,Games,131917824,4.5,63291,12+,37,12,5
2275,767546279,Spider,4.99,Games,908151808,4.5,155,9+,38,1,4
2276,768160271,PRO-,0.99,Travel,72461312,4.5,197,17+,38,2,0
2277,768237041,TV App,0.99,Lifestyle,962560,4.5,195,17+,43,1,2
2278,768469908,YouCam Perfect,0.0,Photo & Video,131635200,4.5,4293,4+,37,16,5
2279,768591497,MiP App,0.0,Entertainment,96199680,4.5,4350,4+,35,1,5
2280,768592885,-,0.0,Book,42125312,4.5,201,17+,38,2,0
2281,768592901,Hide N Seek ,0.0,Games,185019392,4.0,10358,12+,38,1,5
2282,768620766,!!,4.99,Games,186089472,0.0,0,4+,38,1,5
2283,769175514,Stick & MojiMe New,0.99,Lifestyle,64851968,1.5,10,12+,37,1,3
2284,769737983,Bowling King,0.0,Games,174499840,4.5,60271,4+,38,1,4
