,id,track_name,size_bytes,ver,prime_genre,ipadSc_urls.num,price
1403,537524388,Block Earth,85463040,1,Games,5,4.99
1404,537773100,Bastion,1281059840,1,Games,4,4.99
1405,537931449,Rayman Jungle Run,78690304,1,Games,5,2.99
1406,537961396,TEDICT - Learn English with TED Video,6398976,6,Education,5,2.99
1410,538671999,どうぶつしょうぎ(公式),33780714,1,Games,5,0.99
1412,539291461,IronMobile - Ironman Athlete Tracker,5086208,3,Sports,4,0.99
1413,539354240,Been Together,50371584,2,Lifestyle,0,0.99
1414,539587329,Hurricane Impact by HurricaneTrack.com,7477248,1,Weather,0,2.99
1415,539943615,Voice Translate Pro,20605952,1,Business,0,3.99
1416,540392362,Castle Raid,47127849,1,Games,5,0.99
1417,540925164,Need for Speed™ Most Wanted,2023336960,1,Games,5,4.99
1418,541517597,Tiny Wings HD,28681216,2,Games,5,2.99
1420,541868325,Presidential Election & Electoral College Maps,32719872,2,News,5,2.99
1422,542397575,Space Agency,34965504,1,Games,5,1.99
1425,542909191,Unfilth Your Habitat,12316672,1,Productivity,5,0.99
1426,543032054,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,87569408,4,Travel,4,4.99
1428,543119010,Wireless Transfer App:Sync backup photo and video,35957760,4,Photo & Video,5,2.99
1431,543672169,ownCloud,34676736,3,Productivity,5,0.99
1432,543826363,大盛グルメ食堂,109486080,1,Games,5,4.99
1434,544007969,TimeTraks,698800,1,Entertainment,0,0.99
1436,544119998,Magellan,44860416,4,Music,5,2.99
1437,544372354,Real Metronome Pro,56131584,2,Music,3,1.99
1439,544695089,The World Ends with You: Solo Remix,2664228864,1,Games,0,17.99
1442,545623778,Camera360 Concept - HelloCamera,45243392,1,Photo & Video,0,0.99
1444,545813738,Finding Nemo Storybook Deluxe,1131319296,2,Book,5,2.99
1446,546276382,キクタン  【Basic】  4000 ～聞いて覚える英単語～(アルク),113008640,1,Education,0,3.99
1447,546278681,キクタン 【Advanced】 6000 ～聞いて覚える英単語～(アルク),114601984,1,Education,0,3.99
1448,546280643,キクタン 【Super】 12000 ～聞いて覚える英単語～(アルク),113598464,1,Education,0,3.99
1449,546287349,PetWorld 3D: My Animal Rescue Premium,177914880,4,Games,5,5.99
1451,546630411,Can Knockdown 3,151453696,1,Games,5,1.99
1452,546688555,Super Why! ABC Adventures,147821568,3,Education,5,3.99
1455,546937504,Blendamaze,53692416,3,Games,5,2.99
1456,547100072,DMBX 2 - Mountain Bike and BMX,165738053,1,Games,5,1.99
1461,547566699,Infectonator,25939813,1,Games,5,0.99
1465,548580856,Slayin,22982656,2,Games,5,0.99
1466,548753732,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",69922816,1,Education,5,4.99
1467,548946769,Stick Texting Emoji Emoticons Killer,90030080,1,Utilities,5,1.99
1468,549027629,Super Hexagon,33219584,2,Games,4,2.99
1470,549105915,True Skate,66697216,1,Games,4,1.99
1472,550058952,I see! Math1,96665600,2,Education,5,4.99
1473,550067264,Cafeteria Nipponica,186856448,2,Games,5,4.99
1476,550902799,Camera+ for iPad,62664704,2,Photo & Video,5,4.99
1477,550946484,Word Chums,90521600,2,Games,5,3.99
1478,550971517,Dr. Panda's Restaurant,125091840,2,Games,5,1.99
1479,551215116,LAMP Words For Life,583263232,1,Education,5,299.99
1480,551407760,Jumping Horses Champions,41161832,1,Games,5,0.99
1484,552039496,The Room,338273280,1,Games,5,0.99
1486,552330708,Stock Market HD: Real Time Stocks Tracker + Forex,77485056,2,Finance,1,2.99
1487,552498441,"It's The Great Pumpkin, Charlie Brown",141408256,1,Book,5,5.99
1490,553211336,Daniel Tiger’s Neighborhood: Play at Home with Daniel,58736640,2,Education,5,2.99
1496,554050644,Touch Camera - Fast Recording and Burst,5071872,2,Photo & Video,5,1.99
1498,554245373,SMART Notebook for iPad,97378304,3,Education,5,5.99
1499,554462411,The Tiny Bang Story,189565952,2,Games,0,1.99
1501,554533253,Campaign Manager - A Presidential Election Simulation Game,7053312,2,Games,5,2.99
1502,554597348,Vector HD,137798656,1,Games,5,0.99
1505,554937499,Earn to Die,56385536,1,Games,0,0.99
1506,554941343,Earn to Die HD,49803264,1,Games,4,2.99
1507,555208351,Baby Rattle with Child Lock,22364160,1,Games,5,1.99
1508,555233356,Clue Solver - for Clue or Cluedo board games,77971456,1,Games,1,0.99
1512,555641008,Draw a Stickman: EPIC,72376320,1,Games,0,1.99
1513,555916407,Year Walk,213773594,1,Games,5,3.99
1517,556382158,Pacific Fleet,92250112,2,Games,5,5.99
1518,556430416,Toca Tailor,57734144,1,Education,5,2.99
1519,556500145,"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",57836544,4,Business,4,4.99
1520,556867879,Draw a Stickman: EPIC HD,113565696,1,Games,5,2.99
1521,556990666,TNNS,42757772,1,Games,5,1.99
1522,557121061,MetaMoJi Note - note taking and PDF annotation app,103659520,3,Productivity,5,7.99
1528,557405467,"Network Analyzer - wifi scanner, speed test, tools",12513280,7,Utilities,5,3.99
1531,558202790,CUBE SNAP,85362688,3,Games,5,0.99
1532,558270538,File Manager Pro App,14442496,2,Business,1,4.99
1533,558433129,Modern Combat 4: Zero Hour,2169602048,1,Games,5,6.99
1535,558818638,Weblock - AdBlock for apps and websites,37883904,4,Utilities,5,1.99
1537,559951975,Lumps of Clay,90752000,3,Games,4,0.99
1541,560692867,Lili™,797827072,1,Games,5,0.99
1544,561521557,Agricola,349272064,1,Games,5,6.99
1550,562772514,Devil's Attorney,321376256,1,Games,5,2.99
1551,562989701,Vector for iPhone,137792512,1,Games,0,0.99
1553,563092250,GeniusMovieWords,47728640,2,Education,5,9.99
1554,563103341,UBiO,26939392,3,Music,5,4.99
1555,563546294,Minecraft: Skin Studio,46211072,4,Games,5,3.99
1556,563718995,Bloons TD 5,113020928,3,Games,0,2.99
1558,563910324,MarineTraffic - Ship Tracking,45089792,3,Travel,5,4.99
1559,564247778,Stone Age: The Board Game,137375744,2,Games,5,6.99
1562,564765093,51信用卡管家Pro,68952064,9,Finance,4,0.99
1565,564874986,Backflip Madness,17436862,1,Games,5,0.99
1569,565877448,Good homes style-pro,6373376,1,Lifestyle,0,0.99
1570,565951597,Monkey Word School Adventure,296433664,1,Education,5,1.99
1571,566199224,Bloons TD 5 HD,217499648,3,Games,5,2.99
1573,566286915,Colin McRae Rally,822431744,1,Games,5,2.99
1574,566394373,Mutant Fridge Mayhem - Gumball,93663232,4,Games,5,2.99
1576,566663211,iUniform ASU - Builds Your Army Service Uniform,37122048,1,Utilities,0,3.99
1577,566685699,We Maps,38597632,8,Travel,5,6.99
1578,566752651,Rainy Mood - Rain Sounds for Sleep & Study,91877376,2,Health & Fitness,4,2.99
1580,567008119,e-Sword HD: Bible Study Made Easy,20587520,6,Reference,5,4.99
1581,567141387,Vampify - Turn yourself into a Vampire,102176768,2,Entertainment,5,0.99
1582,567143224,French Tarot,41298944,3,Games,5,4.99
1583,567244903,Bubble Guppies: Animal School Day HD,826970112,1,Education,5,4.99
1584,567249360,Bubble Guppies: Animal School Day,829255680,1,Education,0,2.99
1585,567289775,Mickey Mouse Clubhouse: Mickey's Wildlife Count Along,971752448,1,Entertainment,5,2.99
1587,567533074,Sonic Jump™,104692736,2,Games,5,2.99
1588,567767430,Yoga Studio,162386944,3,Health & Fitness,5,4.99
1589,568141784,"sugar, sugar",25718784,2,Games,4,0.99
1591,568731681,SySight,1209344,4,Utilities,3,0.99
1592,568827824,Frax - The First Realtime Immersive Fractals,99244032,1,Entertainment,0,0.99
1593,568939466,ReindeerCam,47512576,2,Entertainment,3,1.99
1595,569185650,Pudding Monsters,35096576,1,Games,0,0.99
1596,569632660,Toca Hair Salon 2,99796992,1,Education,5,2.99
1600,570180361,"Runtastic Push Ups PRO: Workouts, Trainer, Counter",45799424,2,Health & Fitness,5,1.99
1601,570182662,"Runtastic Squats PRO – Workouts, Trainer & Counter",45754368,2,Health & Fitness,5,1.99
1602,570306657,LEGO Batman: DC Super Heroes,1139261440,1,Games,5,4.99
1608,571172432,Mutant Mudds,37110784,1,Games,5,4.99
1609,571227995,"All-in Fitness: 1200 Exercises, Workouts, Calorie Counter, BMI calculator by Sport.com",96468992,1,Health & Fitness,0,2.99
1611,571640421,Slender Rising,228978688,1,Games,4,2.99
1614,572432485,Partia,38211584,1,Games,4,3.99
1616,573116090,Afterlight,76231680,3,Photo & Video,5,0.99
1617,573385592,キクタンTOEIC(R) Test Score 600 ～聞いて覚える英単語～(アルク),120057856,1,Education,0,3.99
1618,573516833,Warhammer Quest,936792064,1,Games,5,2.99
1620,573859785,Joe Danger,171192320,1,Games,5,1.99
1622,573916046,Fitness Point Pro,68373504,6,Health & Fitness,5,4.99
1623,574001818,Beat the Boss 2 (17+),205250560,2,Games,5,0.99
1625,574375380,Sky Gamblers: Storm Raiders,1820131328,1,Games,5,4.99
1626,574641836,METAL SLUG 1,59441152,1,Games,5,2.99
1627,575082759,Asva The Monkey HD,44660067,1,Games,5,0.99
1628,575119311,FINAL FANTASY IV,537749504,1,Games,5,14.99
1631,575357589,Christmas Stories: Nutcracker Collector's Edition HD (Full),611252780,1,Games,5,6.99
1632,575487269,aerofly FS - Flight Simulator,2251403264,1,Games,5,3.99
1633,575590994,Infect Them All 2 : Zombies,42951284,1,Games,5,0.99
1636,575812869,Dr. Panda Daycare,79133696,2,Education,5,2.99
1637,576443892,InstaLogo Logo Creator - Graphic design maker,123656192,3,Business,5,2.99
1639,576588894,Sky Guide: View Stars Night or Day,175430656,6,Reference,5,2.99
1641,576836614,SpongeBob Moves In,634097664,4,Games,4,2.99
1642,576939960,Minigore 2: Zombies,138681344,2,Games,5,1.99
1643,576959436,Incredipede,77213696,1,Games,4,3.99
1647,577499909,TapeACall Pro - Call Recorder For Phone Calls,49825792,3,Business,0,9.99
1649,577628510,TeamSpeak 3,27543552,3,Social Networking,1,4.99
1651,578203499,Bridge Constructor Playground,82499584,2,Games,5,1.99
1652,578448682,Grand Theft Auto: Vice City,1161168896,1,Games,3,4.99
1653,578467798,Fish Out Of Water!,72671232,1,Games,5,0.99
1654,578665578,Threema,24925184,2,Social Networking,5,2.99
1658,579712380,"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",89534464,2,Health & Fitness,0,6.99
1659,580002794,Followers + EA - Analytics for Instagram,19306496,3,Social Networking,3,0.99
1666,581463445,Lep's World 3 Plus - the super best platformer games,70962176,1,Games,5,0.99
1667,581585669,Elmo Loves 123s,520400896,1,Games,5,4.99
1669,581906929,Athletics: Summer Sports (Full Version),85116928,1,Games,5,0.99
1672,582431926,Cliff Diving Champ,51728384,1,Games,5,0.99
1674,582528844,今日头条(专业版) - 推荐热点新闻资讯、娱乐视频,108479488,6,News,4,0.99
1675,582538300,TimeStamp Photo with GPS Address Location,671744,6,Photo & Video,1,1.99
1677,582719476,"Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate",80175104,2,Health & Fitness,0,9.99
1679,582793399,Rocket Video for Google Cast and Chromecast to TV,48523264,3,Productivity,4,1.99
1681,583066190,AVP: Evolution,875347968,3,Games,5,2.99
1683,583284315,零基础学音标,319086592,2,Education,3,0.99
1686,583672052,BookScanner App,13821952,2,Book,4,1.99
1688,583976519,Cubasis 2 - Mobile Music Creation System,1032812544,2,Music,5,49.99
1689,584246550,买火车票Pro,4255744,4,Productivity,5,4.99
1692,584927317,Warbits,185147392,1,Games,5,4.99
1695,585307861,PicTapGo,32724992,3,Photo & Video,5,1.99
1697,585512923,Dr. Panda Veggie Garden,159403008,1,Education,4,2.99
1699,585599497,Ski Jumping Pro,233041920,1,Games,5,0.99
1700,585658160,Wild Kratts Creature Power,100749312,2,Games,5,1.99
1701,585801479,iMaps+ for Google Maps ™ and Street View ™ : Transit and Offline Contacts,18010112,4,Navigation,4,2.99
1702,585880277,Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn,56923703,1,Games,5,1.99
1703,586076398,Amaziograph,21285888,3,Entertainment,5,0.99
1704,586149216,Monash University Low FODMAP Diet,48359424,2,Medical,5,7.99
1705,586157728,火车票Pro for 12306,22281216,7,Travel,4,0.99
1707,586280100,Block Fortress,343504896,1,Games,5,1.99
1714,586803362,ウィズダム英和・和英辞典 2,265569280,2,Reference,5,23.99
1719,587823548,1 Second Everyday: Video Diary,114876416,1,Photo & Video,0,4.99
1721,587849880,Bokeh Lens,3923968,1,Photo & Video,0,0.99
1722,587868848,Score Darts,8620032,3,Sports,5,3.99
1723,587922128,"ProTracker Plus Weight, Calorie & Exercise Tracker",75834368,2,Health & Fitness,5,2.99
1725,588199634,Moto Madness - 3d Motor Bike Stunt Racing Game,32718397,1,Games,5,0.99
1731,588922922,Gym Log+ — Workout and Fitness Tracker,76704768,2,Health & Fitness,5,4.99
1732,589220663,2XL Snocross,141524992,1,Games,5,1.99
1735,589779009,METAL SLUG 2,83660800,1,Games,5,2.99
1738,590250573,Little Inferno HD,121733120,1,Games,5,4.99
1739,590268705,First Grade Learning Games (School Edition),22910976,2,Education,5,3.99
1740,590353452,Hardcore Dirt Bike 2,47202304,1,Games,5,1.99
1742,591301867,bloxorz,28262400,2,Games,4,0.99
1745,591591931,家园7：雪城增强版,47350282,1,Games,5,0.99
1746,591626572,Endless Alphabet,76482560,3,Education,4,8.99
1747,591840203,CARROT To-Do - Talking Task List,7669760,5,Productivity,0,2.99
1748,591923366,Photo and Video Transfer over wifi app,9756672,2,Productivity,5,2.99
1752,592682163,Flick Champions Winter Sports,92662784,2,Games,5,0.99
1753,592725830,CloudApp Mobile,15023104,1,Productivity,0,1.99
1754,593042008,teamLabBody-3D Motion Human Anatomy-,131316736,3,Medical,5,24.99
1755,593306620,Units Plus Converter - Convert Any Unit & Currency,6323200,2,Utilities,5,3.99
1756,593451567,Gin Rummy Pro,68932608,3,Games,1,1.99
1757,593658634,Trenches II,256817152,1,Games,5,0.99
1760,594117733,仙劍奇俠傳1 DOS懷舊版,308125696,1,Games,5,1.99
1763,594811233,Star Wars™ Pinball 5,89981952,1,Games,2,1.99
1764,594851821,Bombsquad - Defuse the Bomb,240980992,2,Games,5,4.99
1766,595246296,BringGo Western Europe,135656448,2,Navigation,0,0.99
1769,595689324,Marvel Pinball,87406592,1,Games,2,0.99
1770,595831580,Temple Run: Oz,218399744,1,Games,5,1.99
1772,596026805,PhotoPills,39256064,2,Photo & Video,5,9.99
1773,596040849,Theory Test and Hazard Perception Pro,552239104,1,Education,5,3.99
1776,596677177,Worms3,361828352,1,Games,5,4.99
1777,596684220,Essential Anatomy 5,843794432,5,Medical,5,19.99
1778,596796565,HabitSeed,15147008,1,Health & Fitness,0,0.99
1783,598241102,Clear Vision 2,34690172,1,Games,0,0.99
1784,598542901,Perfect Video - Video Editor & Movie Maker (Pro),20610048,4,Photo & Video,5,3.99
1785,598581396,Kingdom Rush Frontiers,292712448,1,Games,0,1.99
1786,598581619,Kingdom Rush Frontiers HD,438824960,1,Games,5,2.99
1789,599456126,Sleep Meister - Sleep Cycle Alarm,16607232,1,Health & Fitness,0,0.99
1795,599694143,Second Grade Learning Games,20853760,2,Education,5,2.99
1797,599955633,Minecraft: Papercraft Studio,82397184,3,Games,4,2.99
1798,600093562,LGV Theory Test and Hazard Perception,543456256,1,Education,5,9.99
1801,600626116,Papa's Burgeria To Go!,43646976,1,Games,0,0.99
1803,601137830,"SFind Premium Search for Spotify, YouTube & iTunes",8078336,1,Entertainment,2,2.99
1804,601584735,Junk Jack,161118208,3,Games,5,4.99
1805,601831815,Ridiculous Fishing - A Tale of Redemption,49524736,1,Games,5,2.99
1806,602065803,Cover Orange 2: Journey,84934656,1,Games,5,0.99
1808,603092599,A Beautiful Mess,63549440,2,Photo & Video,5,0.99
1810,603529731,Sprinkle Islands,48369664,1,Games,5,1.99
1812,604376012,Little Inferno,48181248,1,Games,0,2.99
1813,604687408,Get Drunk Not Fat,32999424,1,Food & Drink,3,0.99
1814,605040858,Photon Safe Web Browser with Flash Player for Kids,34903040,6,Education,3,4.99
1816,605477810,Hunting Simulator,67679232,1,Sports,2,2.99
1818,606310581,Facetune,61157376,2,Photo & Video,0,3.99
1821,606910110,Fireman Sam - Fire & Rescue,215833600,5,Games,5,1.99
1822,607527020,Glow Puzzle,24502272,2,Games,5,1.99
1826,608707318,IMPOSSIBLE ROAD,128262144,1,Games,5,2.99
1828,608899141,Cut the Rope: Time Travel,67177472,1,Games,0,0.99
1829,608901634,Cut the Rope: Time Travel HD,118273024,1,Games,5,0.99
1830,609405853,Dr. Panda Supermarket,138589184,1,Education,4,2.99
1832,609577016,FINAL FANTASY V,167030784,1,Games,5,14.99
1833,609598558,Alarmy Pro (Sleep If U Can) - Alarm Clock,170882048,4,Lifestyle,0,1.99
1834,609636705,Theory Test for Car Drivers - Driving Test Success,65107968,5,Education,5,2.99
1835,609649044,Hazard Perception Mega Pack - Driving Test Success,902940672,3,Education,5,2.99
1836,609704981,Multiplayer for Minecraft PE,33418240,3,Games,5,2.99
1837,610003290,Infinity Blade III,3013255168,1,Games,5,0.99
1838,610386042,易经全集-[有声读物],211591168,1,Reference,4,0.99
1840,610955645,Frozen: Storybook Deluxe - Now with Frozen Fever!,1223352320,2,Entertainment,5,4.99
1841,611071723,Duck Life,235831296,2,Games,5,0.99
1842,611436052,Star Wars®: Knights of the Old Republic™,2469642240,1,Games,5,9.99
1848,615563599,Videoshop - Video Editor,140902400,6,Photo & Video,5,1.99
1849,616027251,Redline Rush,53620736,1,Games,5,0.99
1850,616589689,海鮮!!すし街道,108208128,1,Games,5,4.99
1852,616728264,Eyes - the horror game,103088128,2,Games,5,0.99
1853,616728746,Slow Shutter!,2039808,2,Photo & Video,5,1.99
1856,618790117,Cute CUT Pro - Full Featured Video Editor,52002816,1,Photo & Video,5,5.99
1858,619517698,Teenage Mutant Ninja Turtles: Rooftop Run,149581824,3,Games,4,3.99
1864,621561671,Oldify - Old Face Photo Booth App,97549312,2,Entertainment,5,0.99
1867,622559167,英熟語ターゲット1000（4訂版）,70040576,2,Education,5,4.99
1868,622613679,Survivalcraft,55344128,1,Games,5,3.99
1870,623193844,Dr. Panda Beauty Salon,154353664,1,Education,5,2.99
1871,623592465,Heads Up!,90467328,3,Games,5,0.99
1873,623856305,PDF Export - Photos to PDF and Converter,58659840,6,Business,5,2.99
1875,624653112,Where's My Mickey?,130893824,1,Games,0,1.99
1877,625334537,Geometry Dash,83931136,2,Games,4,1.99
1878,625411864,Sproggiwood,438601728,1,Games,5,4.99
1879,625740630,HairTech-Head Sheets,5907456,3,Productivity,3,2.99
1882,626362411,The Fast Metabolism Diet– customized meal planning,36395008,2,Health & Fitness,0,2.99
1884,626583252,Faded - Photo Editor,118618112,2,Photo & Video,5,1.99
1885,627879091,Sorcery!,170172416,1,Games,5,4.99
1886,627880433,Sorcery! 2,270895104,1,Games,5,4.99
1891,629059031,Draw Rider Plus,37103616,6,Games,5,1.99
1892,631073589,Stick Texting – The College Series,50511872,1,Utilities,5,1.99
1893,631446426,"Writing Wizard - Kids Learn to Write Letters, Alphabet & Words",42598400,3,Education,5,3.99
1894,632064672,Official Life in the UK Test – 3rd Edition,5627904,1,Education,0,4.99
1895,632079234,Star Command,153100288,1,Games,5,2.99
1898,632297587,Costume Quest,717484032,1,Games,4,2.99
1903,632598552,Rivals for Catan,288161792,1,Games,5,0.99
1905,633443676,Deus Ex: The Fall,1654582272,1,Games,5,4.99
1906,633625517,Baldur's Gate II:EE,2272493568,1,Games,5,9.99
1907,634013256,Transport Tycoon,384600064,1,Games,5,6.99
1908,634158738,e-Sword LT: Bible Study on the Go,18964480,6,Reference,0,1.99
1909,634235735,Duet Game,87994368,3,Games,5,2.99
1911,634467171,Glitché,30717952,2,Photo & Video,5,0.99
1913,634885478,The Inner World,2213945344,1,Games,5,2.99
1917,635252156,Santa Call & Tracker - North Pole Command Center,206322688,6,Entertainment,5,3.99
1919,635819133,Castle Raid 2,346927104,1,Games,5,2.99
1922,636248681,RUNNING for weight loss PRO: workout & meal plans,110566400,6,Health & Fitness,0,1.99
1924,636485814,"Thunderspace 5k ~ Focus, Sleep, Relax, Meditate in a thunderstorm with rain and nature sounds",119598080,5,Health & Fitness,5,2.99
1925,637897973,Buddy & Me,130174976,1,Games,5,1.99
1928,638714159,Le bonheur de lire dès 3 ans: learn to read French,470513664,1,Education,5,3.99
1930,639219540,Werewolf Special Package,17518592,8,Games,0,3.99
1931,639615384,Pacific Rim,695918592,1,Games,5,0.99
1936,640364616,Terraria,126036992,1,Games,5,4.99
1937,640484311,AZZL,130421760,1,Games,5,2.99
1938,640564761,Stop Motion Studio Pro,52312064,8,Photo & Video,5,4.99
1939,640702076,Sago Mini Forest Flyer,168208384,2,Education,5,2.99
1940,640941236,Doc McStuffins:  Time For Your Check Up!,321802240,1,Entertainment,5,3.99
1941,640999250,3D stereogram : Human,16596992,1,Entertainment,5,0.99
1942,641519483,Factory Balls,28557312,1,Games,5,0.99
1948,643165438,Stellarium Mobile Sky Map,54294528,1,Education,5,2.99
1952,644077827,Galileo Organ,41422848,3,Music,5,9.99
1953,644106186,LiveTunes - Live Concert Music Player,128413696,3,Music,5,0.99
1954,644245630,Pronoun Fill-In Super Fun Deck,133537792,3,Education,5,5.99
1955,645384141,Cachly - Simple and powerful Geocaching for iPhone,25072640,2,Navigation,0,4.99
1956,645422116,"Alizay, pirate girl",186402816,4,Book,5,2.99
1957,645675002,Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters,927440896,3,Games,4,2.99
1961,645746786,Word Swag - Cool fonts & typography generator,112843776,2,Photo & Video,5,4.99
1962,645794505,EasyCost - Expense Tracker and Money organizer,9694208,1,Finance,0,0.99
1963,645797558,Hero Emblems,144809984,1,Games,5,3.99
1967,646436754,Machines at War 3 RTS,191706112,2,Games,5,6.99
1968,646489967,Castle of Illusion Starring Mickey Mouse,555233280,1,Games,5,4.99
1969,646504584,Ruler and Compass Geometry,24403968,1,Education,4,0.99
1971,647554947,Clone Magic,18268160,3,Photo & Video,5,1.99
1974,648019675,D&D Lords of Waterdeep,563081216,1,Games,5,6.99
1977,648862644,"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters",11747328,2,Photo & Video,5,4.99
1978,648998642,Pan Book 1: The Fearless Beribolt,915262464,5,Book,5,5.99
1979,649181106,Dr. Panda Handyman,138967040,1,Education,5,2.99
1980,649202100,Authentic Weather,23582720,4,Weather,2,1.99
1981,649246860,"NOAA World Radar – Rain, Hurricanes & Weather",59233280,3,Weather,5,2.99
1982,649820448,"Stock Market Pro: Stock Trading, Charts & Alerts",77472768,2,Finance,1,5.99
1984,649983655,Sniper Shooter Pro by Fun Games For Free,110870528,4,Games,5,0.99
1987,650684932,OBD Fusion - OBD2 vehicle scan tool & diagnostics,78813184,4,Travel,5,9.99
1988,650715760,LetterGlow - Graphic Design & Photo Editing,125425664,2,Photo & Video,0,2.99
1990,651277515,Sabres of Infinity,41937920,1,Games,5,2.99
1994,651978174,Construction Simulator 2014,395522048,1,Games,5,0.99
1996,652077009,Toca Builders,87713792,1,Education,5,2.99
1997,652138155,Ice Fishing Derby Premium,30641152,1,Games,3,2.99
1999,653031147,WaterMinder®,94605312,3,Health & Fitness,4,2.99
2003,653453499,Yoga.com: 300 Poses & Video Classes,51133440,3,Health & Fitness,5,3.99
2006,654662054,Procraster - Overcome Procrastination,19279872,1,Productivity,5,1.99
2008,654898029,Weaphones WW2: Firearms Simulator,62558208,1,Games,5,2.99
2009,655619282,Call of Duty®: Strike Team,1790959616,1,Games,5,6.99
2010,655749677,Breach & Clear,1015242752,2,Games,5,3.99
2011,655890150,"Screens - Remote Desktop, VNC, Screen Sharing",43640832,4,Productivity,5,19.99
2012,655903467,Background Player Pro for Cloud Platforms,51890176,3,Productivity,5,2.99
2013,656163700,Icebreaker: A Viking Voyage,60375040,1,Games,0,0.99
2015,656723874,Home - A Unique Horror Adventure,49221632,1,Games,5,2.99
2016,656773485,BlackOut: Bring the color back in the sky,170045440,1,Games,5,2.99
2017,656951157,LIMBO,135050240,1,Games,5,4.99
2020,657222343,7 Minute Workout Pro,76668928,3,Health & Fitness,5,0.99
2021,657395017,Forbidden Desert,190652416,1,Games,5,6.99
2023,657638474,Lightbot : Programming Puzzles,55465984,1,Games,5,2.99
2025,657811530,Rayman Fiesta Run,146302976,1,Games,5,2.99
2028,658426204,Mickey Mouse Clubhouse - Color & Play,313371648,2,Entertainment,5,2.99
2030,658828559,Mancala Pro,56049664,2,Games,2,1.99
2032,659353189,IntroMate - Intro Maker for iMovie,189254656,2,Photo & Video,5,2.99
2034,659448144,Sago Mini Pet Cafe,79953920,1,Education,5,2.99
2036,659672658,"Morning — Weather, To-Do, News, and more",15432704,1,Productivity,5,0.99
2037,660617252,動画英文法2700,42519552,2,Education,5,9.99
2039,660687537,SAMURAI SHODOWN II,69730304,1,Games,5,2.99
2041,660982355,EPOCH.2,802537472,1,Games,5,0.99
2044,662090840,My Talking Pet,51005440,2,Entertainment,4,1.99
2045,662569685,Riptide GP2,59541504,1,Games,5,1.99
2046,662611545,Lotto Out! - Mexican Loteria,72475648,2,Games,5,0.99
2048,663068211,SimpleRockets,25284608,1,Games,5,2.99
2049,663547503,rymdkapsel,78278656,3,Games,3,3.99
2050,663820495,Tomb Raider I,341276672,1,Games,5,0.99
2055,664783704,LEGO® The Lord of the Rings™,1497927680,1,Games,5,4.99
2057,665001825,Hunter Island: Monsters & Dragons,91312128,2,Games,5,0.99
2058,665678340,12 Minute Athlete HIIT Workouts,24664064,4,Health & Fitness,0,2.99
2061,666202151,movieStudio-Video Editor&Slideshow Maker(pro),99328000,5,Utilities,1,2.99
2062,666508823,Battleheart Legacy,889060352,1,Games,5,4.99
2064,667362389,The Room Two,460077056,1,Games,4,1.99
2065,667579844,Move to measure - Flying Ruler,51470336,3,Utilities,5,1.99
2067,667819594,Rhonna Designs,177529856,2,Photo & Video,5,1.99
2069,668354926,Air Video HD - Now with multitasking and PiP support!,14665728,2,Photo & Video,5,5.99
2072,668576857,"Mister Maker: Let’s Make It! – Design, Draw, Paint, Make and Play",181036032,6,Entertainment,5,2.99
2073,668598022,My Little Pony - A Canterlot Wedding,298639360,1,Book,5,2.99
2074,669196929,djay 2,119949312,2,Music,5,4.99
2075,669198374,djay 2 for iPhone,76720128,2,Music,0,1.99
2077,669835030,WinZip Full Version - The leading zip unzip and cloud file management tool,22989824,4,Utilities,5,4.99
2078,670109767,Rebuild 3: Gangs of Deadsville,105250816,1,Games,5,4.99
2079,670133026,Clip Video Download Pro.,31154176,1,Photo & Video,5,6.99
2080,670910957,VVebo - 微博客户端,17336320,2,Social Networking,5,0.99
2081,671123035,Burger Shop,25294848,1,Games,0,0.99
2083,671867510,Tayasui Sketches Pro,198499328,1,Productivity,5,4.99
2085,672002602,Blackbar,3671040,1,Games,3,2.99
2088,672175251,Caveman Feast - 250 Paleo Recipes,97841152,3,Food & Drink,5,2.99
2091,673120263,Step Out Of Bed! Smart alarm clock to get awake early with a tricky and awakening steps counter - Best alarm app to wake up on time with alarmy music ringtone,35266560,1,Lifestyle,0,1.99
2093,673612506,Alice Trapped in Wonderland,363242496,1,Games,5,0.99
2094,673672983,Fragment's Note2 Side:雫,896147456,1,Games,4,2.99
2095,673673795,RoomScan Pro - The app that draws floor plans by itself,12126208,5,Utilities,3,4.99
2097,674385418,Automo Camera,16912384,2,Photo & Video,5,0.99
2099,674590967,東京時層地図 for iPad,1995877376,1,Navigation,5,20.99
2101,675054186,OfficeSuite Pro (Mobile Office),172608512,5,Business,5,14.99
