,order_id,customer_id,order_status,customer_city,customer_state,customer_lng,customer_lat,product_id,seller_id,price,freight_value,product_category_name,seller_city,seller_state,seller_lng,seller_lat
101423,be8e82214fcaada34c6b645f54e20737,a85209e61b86457b6c628e4da9f2e488,delivered,sao jose,SC,-48.607593349827305,-27.57921733867404,2fd89f236e3e8f4b81b7b74f09f40186,f214d28e8d8e3ef068748498ccc2f813,29.99,14.1,brinquedos,sao paulo,SP,-46.50082148805863,-23.512459731266134
86213,fddf57c74b8cdfa31aacc5a974885ae5,46370d123e1788bede7a6f615f3a997a,delivered,ubaitaba,BA,-39.31843790091815,-14.311605507801541,b5ac08b2bc73bc36eecc6107b78247d3,d3674f271c91f824f82d24d92011f669,189.9,39.38,perfumaria,brasilia,DF,-48.11250056242789,-15.847901414408227
38088,713638fce61820946eea7e0773d1df84,f72803d7329ae3529dd2dff0b97410cb,delivered,recife,PE,-34.92633337089051,-8.00243096815651,f98dbc219c0bcd7fb37420dff826912f,2e1c9f22be269ef4643f826c9e650a52,79.99,20.96,beleza_saude,sao paulo,SP,-46.68180588603656,-23.747947364049548
58994,93f27293d6f1881d4784abaf47d53ffe,af20e4d9bc9c5a59eca2afb75030eb4a,delivered,barra mansa,RJ,-44.152599018026045,-22.53437204788649,5fc3e6a4b52b0c414458104ed4037f1c,229c3efbfb0ea2058de4ccdfbc3d784a,89.0,15.08,informatica_acessorios,belo horizonte,MG,-43.94612171790458,-19.924640007158555
90139,6d67e84d12d1216ea08f95b805d1848a,8fb481b4f5b2ee031391617a491a3753,delivered,ribeirao preto,SP,-47.81485211603114,-21.140509358148126,8ba1c0c3f71e72e2a934dbbb99314d71,b18dc380845b24038cfc48006478f099,34.89,12.79,beleza_saude,diadema,SP,-46.590933120828765,-23.689006218373418
78402,bb98ebf4863602704a934e547ca8fbee,a9c3ea5497bff2eea60207db6c513717,delivered,sao paulo,SP,-46.49680878317832,-23.57483596773854,05a9dadb8402b6b7ae3dd28f7da187b5,522620dcb18a6b31cd7bdf73665113a9,149.0,25.88,informatica_acessorios,cascavel,PR,-53.462644000057004,-24.959184284292277
65578,2c274f7060d339f907c2388d08f166d6,d889f97ee0a7fbe843851bc259669b54,delivered,telemaco borba,PR,-50.61883731805874,-24.328934119886863,1aa2ed670a95e9f475723707a7c3f386,a3e9a2c700480d9bb01fba070ba80a0e,40.0,11.56,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
8777,be2833555cf50be44d494f1fb8c95ec3,9c3d64bd3fa02950338d3e23e3327bb0,delivered,guarulhos,SP,-46.55322071143852,-23.443466857712394,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,19.99,7.78,beleza_saude,santo andre,SP,-46.52318334052173,-23.659363636440858
52884,94c9f01794e2a40527d76e249ef9decd,521aa980b64c8bdc793aea903e19133e,delivered,campinas,SP,-47.05945875329185,-22.93942997754594,8e8bcc3a0043f514854cb1a9959ec9d2,f262cbc1c910c83959f849465454ddd3,54.99,8.88,malas_acessorios,sao paulo,SP,-46.49726784877091,-23.535168520314638
100584,3c057da49a74023e52c0ec5ba76843c0,e1cec7320862fd69efe785e3d8f90c1e,delivered,sao paulo,SP,-46.66842343088662,-23.460092613005905,31c3ba56d23b5c48856647e06a115738,5160d23075764e18e07c1f4a87fad743,40.0,7.78,brinquedos,sao bernardo do campo,SP,-46.5540847126564,-23.71560389581899
23571,13cf8836b6a3654748e09e70c6ab4f4d,21cfa0d3860a6887e90e02e4b37e8940,delivered,ituiutaba,MG,-49.46297455530935,-18.97635525199552,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,78.0,15.3,relogios_presentes,sao paulo,SP,-46.75575337195744,-23.652366177840182
85641,98de0bad1834d3a90eb4180333a4fd2d,ced61c5cb8db0e02a11af8e5a2f3deea,delivered,rio de janeiro,RJ,-43.33359407042852,-22.935058480174064,657491063e8a63247a108a4d9cedf020,7040e82f899a04d1b434b795a43b4617,99.9,16.95,brinquedos,sao paulo,SP,-46.63188421270581,-23.53965712727096
91864,2eeb4bc46c835dd71feabd29e503b3a7,ce6c72a5c10e8d9da4e5c070221fc83d,delivered,ararangua,SC,-49.48379647617014,-28.94586373108122,7d854ab97c64ef9df2bbfaf332765786,aac29b1b99776be73c3049939652091d,59.9,19.66,cool_stuff,uberlandia,MG,-48.24926718659152,-18.924080198164372
95868,a11cd01ac67beef7e8bf09740d8a35c1,51438ab3adcedb8f8c5b9e860f6d57f6,delivered,sao paulo,SP,-46.5917947920714,-23.61301964942899,ee92961b88199a0d4329a6beca8f63da,78c99c6dff4eeae5be99bf635ed21e3f,39.9,11.74,esporte_lazer,marilia,SP,-49.95219526811751,-22.1972067661143
99308,3fed89335b07739e36d2b4680ce3e900,b366d104c0e6727cfaea754e62d36899,delivered,sao paulo,SP,-46.66081341581777,-23.567111895028116,81d34fb425382e189529a619f8f2c077,6338ea67c41078a46ad99cc009654956,9.99,7.37,automotivo,farroupilha,RS,-51.32578918258866,-29.40523713119915
45779,19171b9b900193fe84dc711a2dffe56d,5219321f4cfa568d79fce57113233d7c,delivered,campos dos goytacazes,RJ,-41.3232686775852,-21.774565858754105,c80525a7dab2df6000ca88a2e7197323,2a5b78b41cd05baeac8df54c6606b92c,157.77,15.85,beleza_saude,formiga,MG,-45.433058998165116,-20.462535621768353
23791,62194497cd66edf084b172f8cdff8235,f0270ea9eaa22877af089f2d0f8db9fa,delivered,embu das artes,SP,-46.815101031569185,-23.652800394936932,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,59.0,7.67,fashion_bolsas_e_acessorios,sao paulo,SP,-46.75575337195744,-23.652366177840182
45428,fbd089d5e60178e50dfa3b157adc9dd8,35de873c66b67f107ac2236632eb58cd,delivered,rio de janeiro,RJ,-43.245698748834876,-22.91439065092511,ab328a14d2698a726fe1ed2695f5f43c,620c87c171fb2a6dd6e8bb4dec959fc6,69.9,12.48,beleza_saude,petropolis,RJ,-43.20123507158808,-22.54079651100627
77149,83e32d204b3e92d83909d99925731162,59e1cee5d1efd103459268e1855ee787,delivered,franco da rocha,SP,-46.73224644606239,-23.331104832890297,21addb589dd9cf0c658177579dd2e99d,93dc87703c046b603023e75222018b45,99.0,14.44,relogios_presentes,belo horizonte,MG,-43.93090361544768,-19.95380280794058
16714,8b9ac5a8d0bb9e3350171b0a7e89cc5e,e919c40f6a9c942c75efe9d5afd724a8,delivered,sao bernardo do campo,SP,-46.56057269276542,-23.727016656204924,df5a9191c2465bb6f8538b6b3371e019,a3a38f4affed601eb87a97788c949667,69.9,13.82,cama_mesa_banho,joinville,SC,-48.85180158925041,-26.287306620648224
45081,bb1613d6648026373f69004c2b365306,46951b0491e0af4f6b2ae12f25dc77ba,delivered,uberlandia,MG,-48.27821224449982,-18.913247873843893,a9008450835cd38eabdf07eb6dd04bdd,620c87c171fb2a6dd6e8bb4dec959fc6,119.9,15.59,perfumaria,petropolis,RJ,-43.20123507158808,-22.54079651100627
106118,2aed9e5e9721d155da677d5b09e6ecde,1626a557f9bd4edf99fa4af9e42cbae2,delivered,sao paulo,SP,-46.50961282540144,-23.501322910151142,8f7b3d3c85fad2b4ecda1cef9a45b760,6fc26fe110feebd80a433e1f012a84f9,59.0,12.75,moveis_decoracao,fernandopolis,SP,-50.25631824612263,-20.29330884502038
13173,186517d0eb6786c1a45e1af8ac30cd28,73ef5e282de27dd8d7d50272332f2124,delivered,guarulhos,SP,-46.538710460369465,-23.45129248165736,c6f46351ae5ae5a6d75ab14996584ce1,77530e9772f57a62c906e1c21538ab82,49.0,14.1,moveis_decoracao,curitiba,PR,-49.309454983953636,-25.45693388285516
486,f845f1fe6a0c9e32eb740bdcc4da2aac,a54c7810d4a0a3563f11fb6ce6acf771,delivered,adamantina,SP,-51.076015335560356,-21.68423890796645,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,229.9,13.11,relogios_presentes,guariba,SP,-48.22960077888059,-21.363501709799394
28316,5d169e74fbced395f079ddcc33445dc1,5207b0ef4cd1e2df50d660995a6ca90d,delivered,sao paulo,SP,-46.71482760299705,-23.550627037345265,5526b1ae9ab2688cf600783cece249df,0b90b6df587eb83608a64ea8b390cf07,110.44,14.11,informatica_acessorios,maringa,PR,-51.927966489669856,-23.38247209396673
57938,305c62b54948504b5a6774e13eaec4e2,393aae05549738ac7aaf9eea48768622,delivered,niteroi,RJ,-43.118307020936726,-22.88869745778226,b51485801348808e02617629d896c936,2138ccb85b11a4ec1e37afbd1c8eda1f,39.99,15.38,telefonia,sao paulo,SP,-46.439816187506,-23.539944363160135
3947,a01074d070fb607d7e92d6a4a13de47a,66878a146ff0935a6889a7646958440b,delivered,mogi das cruzes,SP,-46.1843794776775,-23.55415126218909,de5596e009313841e57616878a6fbce0,7c67e1448b00f6e969d365cea6b010ab,136.99,36.89,moveis_escritorio,itaquaquecetuba,SP,-46.3667207653171,-23.486111454662215
105153,80c74a42dcbd6a54b9a563012dc17eca,9520f40d0e4b30669951a7cbc35b5b16,delivered,barroso,MG,-43.975105805562876,-21.191206592695412,f5b952758d88a5995ae5c8208a63b913,dfc475d54e1b6dbeeb7d7d9bdaa63827,135.0,31.82,utilidades_domesticas,curitiba,PR,-49.33432433759196,-25.540551776875077
168,b161cb44963e4283789c12f8ef88d24f,ff4f727d5c76b9ed0454f45587a9c340,delivered,maua,SP,-46.44151148849928,-23.660030872728164,3f94f864742e33fc293053063b7783fa,289cdb325fb7e7f891c38608bf9e0962,135.0,16.05,perfumaria,belo horizonte,SP,-43.98042684085742,-19.807680657862143
83279,0870ee292ce510fc7bf1ccd86a6d28c7,e2213ef52c2e5b77e384da020482acbc,delivered,duque de caxias,RJ,-43.26203372616665,-22.645303761933246,f39235c3486cd7ead746fc048475495c,e49c26c3edfa46d227d5121a6b6e4d37,49.9,34.15,consoles_games,brejao,PE,-36.57020044972058,-9.024839005157318
72683,a4bd0ba6a11d3e4dda50d5d4c23952d8,5c64020e37f618d9a40f45d7fc5a7970,delivered,sao caetano do sul,SP,-46.564837338912426,-23.63490255630611,5ffd443a2b6ec639a1e28bc11936455a,827f8f69dfa529c561901c4f2e0f332f,35.9,14.52,fashion_calcados,curitiba,PR,-49.2933382577417,-25.53831601990526
110459,75d64d83a9bbe69f614a590930b789f0,d376e2ae74c8c6d28c55da7adfb520fe,delivered,vila velha,ES,-40.301288870722175,-20.354058884014453,2c1a4c9437bc5311d6ea858485992ca8,70f84699be677ec988d1fa824aef7d90,478.7,21.59,instrumentos_musicais,sete lagoas,MG,-44.24812822762975,-19.45799501338864
99511,2cb5d5cb410ad0b66df87bacd021c021,98acca17d32ae965f9228c2ae9f71f83,delivered,sao paulo,SP,-46.6612007058899,-23.608527203762662,0df2a7a1ee25a81b032358dbb083319b,63b464dbf392c7b80d12d932fa7cafed,169.0,14.79,moveis_decoracao,sao paulo,SP,-46.62414421625582,-23.504072876495652
57922,43985ba7877356ca4b8e25b66b760063,45ab675ff3b7cfa6147185a7b2ab432c,delivered,sao paulo,SP,-46.752003739303845,-23.69467220540367,eb551aa4ed7eb5e2839d5b7d2896bece,2138ccb85b11a4ec1e37afbd1c8eda1f,18.99,7.78,telefonia,sao paulo,SP,-46.439816187506,-23.539944363160135
21902,9e1c9e249d55ea95fe0f9510c2e47862,abd05c068df0dba58309cd1f3f85d652,delivered,lorena,SP,-45.09597930974519,-22.73800117354833,42f25a7251d847a86c1849731bf166ff,7178f9f4dd81dcef02f62acdf8151e01,139.0,16.73,eletronicos,videira,SC,-51.15253710423867,-27.004476508038568
98754,f0dd9af88d8ef5a8e4670fbbedaf19c4,30ddb50bd22ee927ebe308ea3da60735,delivered,santos,SP,-46.321938826751385,-23.969746244887734,0c877471e35049402bca235e06cb8063,dd7ddc04e1b6c2c614352b383efe2d36,84.9,15.35,,sao paulo,SP,-46.51856509433425,-23.565095619050492
51553,887303e6bff84534c7ce32614581f7c9,e3b0b1f2ba0407dc084bffc65ca80479,delivered,brasilia,DF,-47.98752851031951,-16.009054372487896,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,99.99,15.46,cool_stuff,sao paulo,SP,-46.53686856423848,-23.552336441109283
17838,61bf64d7b02245b6f59f471a6ca6ded7,0e3c876cbe9a1d90dda647b150f51441,delivered,sao paulo,SP,-46.75268750755806,-23.565817301521164,ffa7e0cbe11656d11a117b534bb1db27,9b013e03b2ab786505a1d3b5c0756754,14.49,7.87,beleza_saude,vicente de carvalho,SP,-46.30256477959018,-23.94195407899811
37599,f8cc09140951893d329b6f1bb9106ab3,9414fbaeb018e9d39ecb77ff898aedf0,delivered,sao jose dos campos,SP,-45.88690913568317,-23.246680687314193,66421745b3128972e1b0dcb3123e8c1d,1f50f920176fa81dab994f9023523100,79.9,24.64,bebes,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
63479,11644b89c9bd9d27b1c1fda5307844d1,947d490e87464fc7f56c57d24b98564e,delivered,vila velha,ES,-40.29549349586974,-20.33959604188587,16ff579c7dd128062ca085e13094fbe0,83e197e95a1bbabc8c75e883ed016c47,69.9,14.24,instrumentos_musicais,mage,RJ,-43.06655787630404,-22.65141951649659
40686,4ba0b1853e0c90a33281e484fffc7308,de8aa5a7669b4bb632b6a7bb552b9ab1,delivered,anapolis,GO,-48.92860894518046,-16.32764458440344,ec8ae427905e10052ee4f1e9993b6763,1d8dbc4f32378d715c717c1c1fc57bae,110.0,38.32,bebes,arapongas,PR,-51.42388542180935,-23.427901225690107
67278,46cfd37753bbd00f768165cf4cb7ace1,f648883563c14819f5e6419f89c6be9e,delivered,sao paulo,SP,-46.743468120722206,-23.62569896288815,7b83c11ac78f11bde67542beb12e8163,431af27f296bc6519d890aa5a05fdb11,54.9,15.07,beleza_saude,ribeirao preto,SP,-47.81529076556559,-21.25454760893622
38912,3f385ecc36597ee0221d131e42725177,42f17fa4e9073ed4f3dd813fd4f79645,delivered,brasilia,DF,-47.88582780336425,-15.787326571209984,9749139e09929de55d37e68e64b89706,cbd996ad3c1b7dc71fd0e5f5df9087e2,59.7,15.17,beleza_saude,sao jose do rio preto,SP,-49.362630067187155,-20.844794690892613
30274,4286300be8a3eb98e98c8b6dbcfe9d11,7afd70f551aed27048b27f155376a4cc,delivered,campos dos goytacazes,RJ,-41.33204541278837,-21.75650602388155,1b861948326326b19c7442789ef59ebb,edb1ef5e36e0c8cd84eb3c9b003e486d,149.65,14.04,beleza_saude,teresopolis,RJ,-42.970221085049396,-22.43118412282637
66884,4ec3c9f805653722ef9965b81ffe924c,163fce777143335f91e6fe8b2c3b960c,delivered,sao paulo,SP,-46.6542923300142,-23.712240022751914,7088744b00831b410bd17716cb578f39,41b14765bd56c8ad10971074380f9c0c,34.5,7.39,informatica_acessorios,santo andre,SP,-46.54636839196644,-23.64365536920469
17632,60c87cb052b29472f04df29bf16b2d47,df834820fffe483c7df9ac495163ca36,delivered,sorocaba,SP,-47.457762980548374,-23.517022581120653,601d52789faa7ded8408d63ccfcb4800,e9779976487b77c6d4ac45f75ec7afe9,190.0,8.67,esporte_lazer,praia grande,SP,-46.41912533835567,-24.00892314920891
89311,87e3416e2de0152a60d621b4b22c8cc1,48d19db6e36c86234c34e847cee283e9,delivered,brasilia,DF,-48.124107418561415,-15.79244194738333,5b8423dc7f23089c9c59c5d140eb5a1c,c8b3445d737de6befde0c88ede534a5e,129.99,21.75,brinquedos,sao paulo,SP,-46.743468120722206,-23.62569896288815
18351,79310e415e87a7c31dde5926215d3469,067f23bbb981887fc158d36a677c2b4b,delivered,sooretama,ES,-40.10086124895699,-19.189127770488817,210a8305d79b2f5719cbafb2c026797f,f8db351d8c4c4c22c6835c19a46f01b0,36.9,16.11,esporte_lazer,salto,SP,-47.30922889223856,-23.209471278916475
11637,701b6152f4772bf004cad6741981b060,300223b911b2ee2188f0f18835ce9a43,delivered,rio de janeiro,RJ,-43.17942063171787,-22.89905412382893,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,99.9,0.0,relogios_presentes,ribeirao preto,SP,-47.823699739561384,-21.172861452750706
70838,dcc529ac8f2824f74ffa4a42dcec638c,14475fadcb86e53123bfbe43d0d69380,delivered,sao carlos,SP,-47.87457058864059,-22.016927097859046,c706d50b57c9e83293c2586d01f32445,7ecd59e5e20407131822c1a68ac59c1f,49.99,17.92,papelaria,brasilia,DF,-47.88911797837573,-15.786283585240907
60991,f46423982b1927442355a79e98c8bb29,6a93f59d910079c839072844fe72a98b,delivered,santana de parnaiba,SP,-46.82684649058021,-23.429046276039617,45e967683e7292b195609137fadaf2fe,6a8b085f816a1f75f92dbac6eb545f8f,49.9,11.85,automotivo,bebedouro,SP,-48.49059077246631,-20.924599508487425
107118,5718be47d367f91087182c0b796f77fb,b8d610c97390e7f8649df33e3f69584c,delivered,holambra,SP,-47.052603912237764,-22.633046009436118,b6e47cacea0b2e89b721529d6d8683e7,3364a91ec4d56c98e44174de954b94f6,149.99,15.29,automotivo,porto velho,RO,-63.893565458644154,-8.766194545807494
22416,07fac8f9cadb792264f2985ef93eaa13,28d1088c5d8ee46242a50fd06f116e63,delivered,sao jose dos campos,SP,-45.92657167281117,-23.232505015099704,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,17.89,10.96,telefonia,sao paulo,SP,-46.53822847017662,-23.53755537000389
27739,c79b866af7c3d1b58adb819559fc2887,96d08143f5ca32f2205302e4820dd450,delivered,sao paulo,SP,-46.68171460941273,-23.53578333555111,e53e557d5a159f5aa2c5e995dfdf244b,00fc707aaaad2d31347cf883cd2dfe10,87.0,12.74,informatica_acessorios,maringa,PR,-51.927966489669856,-23.38247209396673
9972,93a864c37dae71568ea5f14dc1dc5aa5,7ece689f109300cc211b920f701279d5,delivered,piracicaba,SP,-47.65917249272995,-22.752482799036027,ab1f9387c0627dd24000bfbc54fdeee0,8b321bb669392f5163d04c59e235e066,12.25,7.39,eletronicos,sao paulo,SP,-46.63942263256764,-23.538268511790665
69084,8a4df9820e049472302bf6362daecb8b,87f51a0f934f82e81d8680ef1afeaf48,delivered,rio de janeiro,RJ,-43.177703112986926,-22.90957243765554,ec02a5d380128f7a188e9ce8f3ddd832,48436dade18ac8b2bce089ec2a041202,125.9,12.84,cool_stuff,volta redonda,SP,-44.127492009916175,-22.49695278988367
15840,cc162c1cd7cfadccc729922aa7fa2d2b,6049d21011689c1e6dc8978c25a3d4b4,delivered,paulista,PB,-37.62309129188835,-6.5983787544880474,8ab2bfb191a18b11427454a8419d01bc,a5cba26a62b8b4d0145b68b841e62e7f,475.6,49.86,cool_stuff,campo mourao,PR,-52.37564132582676,-24.03407848867965
59357,b52ea8d12cbdea8a6b2be328a2e8ae55,a7c15c89af2d5b5a9b4cee2ddcb5c20c,delivered,passo fundo,RS,-52.392471865848876,-28.264372002881753,b623b7cb05ee3248fbe4a6ecbeed79a4,7aa4334be125fcdd2ba64b3180029f14,70.97,17.75,brinquedos,laranjal paulista,SP,-47.83762131131263,-23.04955173261455
92602,9d00d5c50382768149ce030b6ab28fc5,641cbccce28ca2f8b8482667f1dff4f4,delivered,americana,SP,-47.31203571315089,-22.743646919862503,4a300735bc293723103db0d0c1bc1585,6f892e20a171e98efe17fdb971ff319b,70.9,7.78,telefonia,sao paulo,SP,-46.461300810487,-23.561185904622896
96167,d129a390b12dad8097fca575b31aba6c,4ed298b95353f35d266831f8944d77a5,delivered,maceio,AL,-35.7337640160387,-9.624370714206648,bae8ac5e125a98fe445bc17714104709,655220df33262c7e0c4949a147366f94,139.0,59.14,malas_acessorios,diadema,SP,-46.590933120828765,-23.689006218373418
57310,66c1172ab0ddb605d4012ce1d4339ffb,beeca1dc645ce7cd996e0db5978cab77,delivered,santo andre,SP,-46.50072807238241,-23.641860793712077,fad3ac91e2ae2e3e0e3f0bed36a565b8,c33847515fa6305ce6feb1e818569f13,149.0,44.84,cama_mesa_banho,brusque,SC,-48.95791797799665,-27.14779223406619
72397,c6ddeb6ecc91ffa34944150d8bfe960a,e0f223b6ed81b83a839a9bdd8c7ca7e6,delivered,ourinhos,SP,-49.87139306137049,-22.967510448447268,22bd45d50bed841763d6f7f58cb7b6ac,3c7c4a49ec3c6550809089c6a2ca9370,13.99,11.85,perfumaria,sao paulo,SP,-46.48329854879862,-23.499143398150068
36018,caf0f5c4a7ef81f3056cdc400f45ef2c,4a8950b162dcedc1496677fe2dbf6ad4,delivered,salvador,BA,-38.45808623534637,-12.982806089337023,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,53.9,25.21,ferramentas_jardim,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
49823,71f9826cc06707008c91a2192b11728e,ac5872796a8e17fa078a88cabc2e4578,delivered,hortolandia,SP,-47.19898012005197,-22.889982360458344,25d6edcd216a9ee579f19f92d694f7d5,b76dba6c951ab00dc4edf0a1aa88037e,16.99,7.39,telefonia,sao paulo,SP,-46.55235596542039,-23.593454949246258
46146,a38c072854d468d2cb7dd3aefde599c5,00c82b169fb6a103c5274dc731295a98,delivered,sao paulo,SP,-46.64408093357939,-23.57951699385565,bd158bef6c521e26c8af76664c4d167d,04e38a233f726ef161074ab1c9b0399a,37.9,8.29,bebes,sao paulo,SP,-46.63105919621764,-23.54309527008478
19401,5a43c2440a787e84e9f3060ab257fbdf,3f4e19268241474268bdb9db41441463,delivered,porto alegre,RS,-51.20246392009434,-30.021970792739555,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,250.0,50.49,moveis_decoracao,sao paulo,SP,-46.55972696351706,-23.595498594800546
64697,8b21fb2df5ea38807dc254552c40cf84,54a579d5072fb7ae3f433519428f6cdc,delivered,guaranesia,MG,-46.79344313786245,-21.301969203940764,6c3effec7c8ddba466d4f03f982c7aa3,37515688008a7a40ac93e3b2e4ab203f,27.9,15.1,consoles_games,dracena,SP,-51.533744143993815,-21.48639335970809
49323,9862758b968333823975113b6a970ee8,1929bb2034a92f2dfd0d359dd69d02b1,delivered,taboao da serra,SP,-46.76853282528394,-23.615830177735223,8562e2c780a345b609e1b802d7e3e4ae,8160255418d5aaa7dbdc9f4c64ebda44,79.9,9.96,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
45961,09c103240d66c0e0d945071a9518d6ee,247741a92e8790b27cea613f7a5d4f79,delivered,taubate,SP,-45.570461272718184,-23.032142161173518,f75eb66dc82bccecabd706bd441cfd3a,6cd68b3ed6d59aaa9fece558ad360c0a,109.9,14.94,malas_acessorios,belo horizonte,MG,-43.95094395435073,-19.869495054462462
68498,1ecf7a9583c0f92f07515fcd970004f2,5c6dceb0afab23a9d5db737499265462,delivered,ubatuba,SP,-45.093219408528505,-23.45292929995693,b0c89945c034268074f5f80b362bda34,1835b56ce799e6a4dc4eddc053f04066,29.99,9.85,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
56247,504de5f90c4a0b094b0bc81db7999cdb,e047f484b8447314b1a1e55bdefa4ff9,delivered,dourados,MS,-54.839635230116535,-22.229622377486454,d5d5bf01f70d61a8917ef35a3595edbc,b2ba3715d723d245138f291a6fe42594,159.9,18.37,papelaria,sao paulo,SP,-46.52228690836457,-23.569112793432424
107791,e2e62108a0daf44573986d823484239a,8dbd900d6aac6fead528237f425c51d6,delivered,cruzilia,MG,-44.81059555541973,-21.83931882554627,ee99026a2d04ff2294f42f8cf337029b,79ed755314cfe6df0daef2c6cd3022cd,129.9,18.16,ferramentas_jardim,rio claro,SP,-47.57929587700931,-22.412926935778415
15778,12dc316f04369335263005a3f304d101,e42018ebc03e399b6bb64c760863ec04,delivered,tapiratiba,SP,-46.74849920183369,-21.472495940036872,edfad7f99606f1d6beb6de0cf0ce60fa,85d9eb9ddc5d00ca9336a2219c97bb13,38.9,18.37,informatica_acessorios,belo horizonte,MG,-43.95094395435073,-19.869495054462462
95352,7a3bdd1ce4ff0098b32fe17565739815,36b9f7098dcb4280c45ae8f617645db6,delivered,sao paulo,SP,-46.664059567949934,-23.564247867542992,40eb3da673124832fdf8b3ee24215b95,aac51c486b672a9850d59f3e84b1cf88,29.15,7.46,alimentos,sao paulo,SP,-46.682930602863664,-23.4941967589976
69468,f99f27c6436299deb7afb301de293eba,d522ed4f4b141a73666f0c80e0c99818,delivered,ribeirao das neves,MG,-44.09046842618562,-19.808455384171534,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,76.25,16.97,informatica_acessorios,maringa,PR,-51.927069895500146,-23.413770021773324
93389,c5c8bc5afd5caf252e62d89148e0d342,59d897d033a38b312a0384b74e0b3fb9,delivered,taquaritinga,SP,-48.50445358762055,-21.405278766273263,021c41b063949bf529b79289c58e0a8b,e067ad2c1c0b48758eb1b5228bcf7a68,103.0,14.3,pet_shop,santos,SP,-46.321938826751385,-23.969746244887734
106148,cdaf88f241736cd97fe9081c04c55c80,305a9e259688ab7df0108a28782b1c35,delivered,serrinha,BA,-39.005236463862424,-11.661759736331561,e0f33a3329af6716a0bb47fd7a664439,7e26c750b4cb9f6766f58265ff9ebe95,49.8,16.79,,belo horizonte,MG,-43.90615804521914,-19.921342519229157
60705,eb54462c208a5481d2af421ca4f66780,1f25c018077f5a366bee0321500296b0,delivered,goiania,GO,-49.262090671819784,-16.69644784230109,ead3077a141a9c800d6a4bb9d0d415b6,b2479f944e1b90cf8a5de1bbfde284d6,21.99,18.23,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
52964,96c46a67e142856457aed166609e8ce1,f2958abbb4f5a35fc8a7eddebe58d30b,delivered,cabo frio,RJ,-42.00826524871421,-22.680241433960603,b4fc7e84dcaf2fcf3edb234e30362929,c3867b4666c7d76867627c2f7fb22e21,115.0,18.06,esporte_lazer,guara,SP,-47.82416381617846,-20.432176899165224
59328,a7126b0cb60c6a688dfdac0b29f66f4c,c41a39d44789dfa58ded86a11abfc320,delivered,coremas,PB,-37.944255498102386,-7.018257570439017,b623b7cb05ee3248fbe4a6ecbeed79a4,7aa4334be125fcdd2ba64b3180029f14,77.8,38.09,brinquedos,laranjal paulista,SP,-47.83762131131263,-23.04955173261455
36667,a041744e93df801b846b46ba92edbe04,60c4b673871ce8e9f7638fdc42757cb4,delivered,curitiba,PR,-49.26781099812907,-25.416404434412815,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,59.0,17.66,ferramentas_jardim,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
100116,be56cbf6122c89bff90a40a8d82a0288,5b13b24421f95935c8726fb5a15a00e7,delivered,apiaca,ES,-41.56743108039143,-21.15332346158517,3fca280b9c1738d8d7996c7373d3ecee,e0a366315b1b726b6c7832d664c0f530,54.9,16.14,construcao_ferramentas_construcao,sao paulo,SP,-46.5819046360353,-23.475983214969734
36176,8a4c749f6b6350f68770c00405f8612a,1dd35f79f890a122b4d634d1855c026f,delivered,belo horizonte,MG,-43.97570327877979,-19.91432324022869,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,59.0,23.16,ferramentas_jardim,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
28474,6eaca18daa94d3a9aacdaf0e5827cd2c,672a1794441f53ac1295c2e82ec4ff70,delivered,recife,PE,-34.93989378250663,-8.044706797623647,8a68c060dbab4ae66aa885e13e1ef7b3,0b90b6df587eb83608a64ea8b390cf07,188.1,45.17,informatica_acessorios,maringa,PR,-51.927966489669856,-23.38247209396673
